DR,PROCESS_ID,PART_ID,LOT_ID,LOTTYPE,QTY,HOLD_FLAG,FLOORID,GRADE,COMPLETE_RATE,LOT_PURPOSE,DUE_DATE,WIPTURN,ROOM,PROCESS_GROUP,STEP_ID,LAYER_TITLE,LAYER_GROUP,BLOCK_GROUP,PRE_STEPGBN2,EQPTYPE,MOVE_0,EQP_WORKLOAD_0,MOVE_1,EQP_WORKLOAD_1,MOVE_2,EQP_WORKLOAD_2,BATCH,Q_E,Q_P,L_E,L_P,Q_H,Q_R,Q_W,L_H,L_R,L_W,Q_2,Q_3,Q_4,Q_5,Q_7,Q_8,Q_10,L_2,L_3,L_4,L_5,L_7,L_8,L_10,WIP_WAITTIME,WIP_PRODUCT_NUM,SHIFT_TYPE,PROCESSTIME,PRC_WAIT_MIN,PRC_WAIT_MAX,PRC_WAIT_MEDIAN,PRC_WAIT_STD,WAITTIME
N3,ZR,MLE020X01,ZHP31,EB,24,Y,S3-E,2,0.67,1,,,CV,CU_ALD_ALO,NU573700,V1,LG61,PU6,CU REVIEW,CPEOXD,3390,9,2812,8.8,1935,8.6,,165,73,29,3,73,57,108,20,3,9,,143,95,,,,,0,25,7,0,0,0,0,8522.02,12,HO,58.37,1.62,5702.08,21.5,443.12,20.63
N4,BU,5P9865A02,387TA1,PT,1,Y,S3-B,,0.82,1,15,11.93,CV,CU_PE_NDC,VL722500,S6,LG63,PU6,CU REVIEW,CPEOXD,9226,37.9,10828,35.8,12382,35.9,,194,287,44,19,161,259,61,42,17,4,5,89,213,174,,,,1,18,28,16,0,0,0,18238.02,21,WG,6.48,0.4,1790.45,13.03,51.26,4.520000004
N3,ZR,MLE020X01,ZHRD1,EB,22,Y,S3-D,,0.87,1,,,CV,CU_PE_NDC,NU782800,S8,LG63,PU6,CU REVIEW,CPEOXD,9226,37.9,10828,35.8,12382,35.9,,195,329,45,19,137,286,101,41,17,6,5,114,249,156,,,,1,20,28,15,0,0,0,17291.02,21,WG,78.7,1.15,72.32,9.75,9.93,14.3
N3,ZP,5VP03MZ01,ZKGH1,EB,9,Y,S3-E,,0.67,1,,,CV,CU_ALD_ALO,NU573700,V1,LG61,PU6,CU REVIEW,CPEOXD,1822,7,1548,7.3,1851,9,,80,47,19,2,61,47,19,17,2,2,,64,63,,,,,0,16,5,0,0,0,0,34619.02,9,HO,21.68,1.62,3758.3,17.81,537.06,3.319999998
N3,ZR,MLE020X01,ZHYR1,EB,21,Y,S3-D,2,0.87,1,,,CV,CU_PE_NDC,NU782800,S8,LG63,PU6,CU REVIEW,CPEOXD,8550,40,8484,39.7,9148,39.9,,185,410,47,21,227,280,88,47,15,6,5,110,291,185,,4,,2,23,30,12,0,1,0,4999.52,23,HO,34.65,1.15,72.32,9.75,9.93,7.350000001
N4,BU,5P9865A66,39381,PT,25,Y,S3-E,,0.61,1,,,CV,CU_ALD_ALO,VL462600,VA,LG61,PU6,SI DF,CPEOXD,3402,7,1930,5,2067,4.8,,57,115,18,5,77,69,26,17,4,2,,41,131,,,,,0,15,8,0,0,0,0,26159.02,9,WO,92.95,3.93,5702.08,27.05,523.98,38.05
N3,ZP,5VP03MZ01,ZHTSNG,EQ,4,Y,S3-E,2,0.67,N,,,CV,CU_ALD_ALO,NU573700,V1,LG61,PU6,CU REVIEW,CPEOXD,3402,7,1930,5,2067,4.8,,170,733,31,39,46,102,755,15,5,50,,158,745,,,,,0,30,40,0,0,0,0,897.02,11,HO,9.42,1.62,3758.3,17.81,537.06,982.58
N5,XP,5E8825X01,2RYT1,PP,25,Y,S3-B,,0.91,1,30,2.73,CV,CU_PE_HMSION_LM,KB709000,S9,LG63,PU6,CU REVIEW,CPEOXD,12065,24.6,14560,28.2,15545,26.6,,26,61,5,6,27,48,12,6,4,1,,18,68,1,,,,0,4,6,1,0,0,0,409.02,6,WO,15.37,1.38,466.77,4.12,24.72,178.63
N3,ZR,MLE020X01,ZH8Z1,EB,15,Y,S3-E,,0.67,1,,,CV,CU_ALD_ALO,NU573700,V1,LG61,PU6,CU REVIEW,CPEOXD,3011,7.9,2204,7,1870,8.2,,89,140,20,9,55,50,124,17,2,10,,65,164,,,,,0,16,13,0,0,0,0,3477.02,8,WO,47.32,1.62,5702.08,21.5,443.12,179.68
N3,ZP,5VP03MZ01,ZHG2D1,EB,4,Y,S3-E,,0.67,1,,,CV,CU_ALD_ALO,NU573700,V1,LG61,PU6,CU REVIEW,CPEOXD,1815,6,1822,7,1548,7.3,,113,108,22,7,66,75,80,19,3,7,,89,132,,,,,0,18,11,0,0,0,0,5674.03,10,WO,29.53,1.62,3758.3,17.81,537.06,144.47
N3,ZR,MLE020X01,ZH881,ES,11,Y,S3-E,,0.67,1,,,CV,CU_ALD_ALO,NU573700,V1,LG61,PU6,CU REVIEW,CPEOXD,2487,7.7,3390,9,2812,8.8,,180,122,30,6,73,77,152,20,4,12,,158,144,,,,,0,26,10,0,0,0,0,4027.02,14,HO,81.37,1.62,5702.08,21.5,443.12,32.63
N3,ZR,MLE020X01,ZK531,EB,19,Y,S3-D,,0.87,1,,,CV,CU_PE_NDC,NU782800,S8,LG63,PU6,CU REVIEW,CPEOXD,12140,33.9,11392,33.9,13268,35.9,,200,292,48,17,149,310,33,46,16,3,2,126,169,170,,25,,1,27,22,14,0,1,0,21918.02,24,HG,49.3,1.15,72.32,9.75,9.93,23.70000001
N3,ZP,5VP03MZ01,ZHTS1,EQ,2,Y,S3-E,,0.67,1,,,CV,CU_ALD_ALO,NU573700,V1,LG61,PU6,CU REVIEW,CPEOXD,1870,8.2,1969,8.9,2350,8.9,,52,76,19,4,52,74,2,19,3,1,,36,92,,,,,0,16,7,0,0,0,0,17341.07,9,WO,39.3,1.62,3758.3,17.81,537.06,13.70000001
N4,RQ,5E9925G01,378FJO,PP,1,Y,S3,,0.8,J,37,5.43,CV,CU_PE_NDC,VH642200,S5,LG63,PU6,CU REVIEW,CPEOXD,15000,37.1,15980,37.6,15930,36.1,,191,148,46,9,155,116,68,46,6,3,2,131,82,74,,50,,1,28,15,9,0,2,0,23704.02,20,WD,40.53,1.45,552.62,21.33,71.83,6.470000007
N3,ZR,MLE020X01,ZHPZ1,EB,23,Y,S3-D,1,0.87,1,,,CV,CU_PE_NDC,NU782800,S8,LG63,PU6,CU REVIEW,CPEOXD,15000,37.1,15980,37.6,15930,36.1,,149,437,43,26,154,364,68,45,19,5,2,155,158,147,,124,,1,28,22,13,0,5,0,11822.02,21,WO,123.33,1.15,72.32,9.75,9.93,6.670000005
N3,C5,FC1978X01,38XR1,PT,21,Y,S3-D,,0.67,1,33,9.27,CV,CU_PE_SION_LM,CA592400,M3,LG62,PU6,CU REVIEW,CPEOXD,72485,198.3,80275,195.7,73430,186.7,,18,340,4,18,7,271,80,2,14,6,,61,156,116,,25,,0,4,11,6,0,1,0,18.02,10,HO,26.43,0.22,360.73,7.32,13.32,3.570000003
N3,C5,FC1978X01,38NA1,PT,25,Y,S3,,0.69,1,32,8.84,CV,CU_PE_SION_LM,CA616600,V2,LG62,PU6,CU REVIEW,CPEOXD,87570,198.1,81825,198.2,78685,195,,70,268,7,19,23,252,63,6,14,6,,66,134,87,,51,,0,6,11,6,0,3,0,44.52,11,WO,34.35,0.22,360.73,7.32,13.32,41.65
N3,C5,FC1978X01,38KG1,PT,23,Y,S3,,0.67,1,35,8.74,CV,CU_PE_SION_LM,CA592400,M3,LG62,PU6,SI DF,CPEOXD,87465,188.9,99435,199.4,91385,196.9,,43,365,9,25,25,278,105,7,15,12,,52,163,142,50,1,,0,8,15,8,2,1,0,34.02,16,WO,19.85,0.22,360.73,7.32,13.32,12.15
N4,BU,5P9865A02,38UKJD,PT,4,Y,S3-B,,0.66,J,,,CV,CU_PE_SION_LM,VL546200,L1,LG61,PU6,CU REVIEW,CPEOXD,84805,197.5,87570,198.1,81825,198.2,,54,390,10,22,27,363,54,5,20,7,,118,185,116,,25,,0,11,14,6,0,1,0,30.02,12,WO,86.82,0.28,9275.88,8.56,157.4,6.179999999
N3,ZP,5VP03MZ01,ZHDM1,EB,3,Y,S3-D,,0.62,1,,,CV,CU_PE_LOWK,NU494800,I1,LG61,PU6,CU REVIEW,CTEOSD,3829,21.6,3101,22.5,2542,22.5,,493,544,111,39,437,251,349,100,12,38,7,391,412,198,19,10,,1,76,48,21,2,2,0,12683.02,35,WO,26.65,1.22,3602.93,8.73,268.36,33.35
N3,ZP,5VP03MZ01,ZKFX1,EB,9,Y,S3-D,1,0.62,1,,,CV,CU_PE_LOWK,NU494800,I1,LG61,PU6,CU REVIEW,CTEOSD,4677,22.7,3829,21.6,3101,22.5,,378,607,110,42,532,248,205,114,12,26,,405,374,184,14,8,,0,83,49,18,1,1,0,13896.52,30,HO,20.65,1.22,3602.93,8.73,268.36,8.35
N5,XP,5E8825X01,2KRK1,PP,25,Y,S3-D,,0.86,1,33,3.82,CV,CU_UV_TR,KB683400,S7,LG63,PU6,CU REVIEW,CTEOSD,5662,19.1,5554,18,6393,18.6,,24,519,2,29,27,339,177,3,17,11,,76,189,169,,109,,0,7,10,8,0,6,0,49.02,7,HG,99.25,0.4,528.47,5.72,38.34,14.75
N3,YB,5VP03MW01,ZMAP1,ES,13,Y,S3-D,2,0.36,1,,,CV,CU_PE_LOWK,NY379550,X1,LG61,PU6,CU REVIEW,CTEOSD,3560,24.7,4103,24.2,4122,23.3,,423,420,110,33,425,170,248,104,10,29,,276,401,129,14,23,,0,74,49,16,1,3,0,14630.02,29,HS,48.67,0.53,48555.47,10.27,1081.71,19.33
N3,ZP,5VP03MZ01,ZHVA1,EB,11,Y,S3,1,0.62,1,,,CV,CU_PE_LOWK,NU494800,I1,LG61,PU6,CU REVIEW,CTEOSD,3699,22.3,3839,20.4,4332,18.5,,484,474,120,39,633,158,167,123,7,29,,266,454,137,14,87,,0,69,67,15,1,7,0,12807.78,30,WG,37.6,1.22,3602.93,8.73,268.36,13.4
N3,ZS,5VP03PX01,ZHY81,EB,9,Y,S3-D,,0.71,1,,,CV,CU_PE_LOWK,NU604000,V2,LG62,PU6,CU REVIEW,CTEOSD,3699,22.3,3839,20.4,4332,18.5,,484,474,120,39,633,158,167,123,7,29,,266,454,137,14,87,,0,69,67,15,1,7,0,12807.78,30,WG,61.2,0.53,48555.47,10.27,1081.71,34.8
N3,ZP,5VP03MZ01,ZHFC1,EB,10,Y,S3-D,2,0.71,1,,,CV,CU_PE_LOWK,NU604000,V2,LG62,PU6,CU REVIEW,CTEOSD,4431,23.1,3771,22.6,3699,22.3,,377,586,104,45,563,204,196,108,11,30,,299,427,175,14,48,,0,69,56,19,1,4,0,17240.02,31,WG,75.63,1.22,3602.93,8.73,268.36,6.370000005
N5,XP,5E8825X01,2PNDJG,PP,1,Y,S3,,0.95,J,26,1.69,CV,CU_PE_SICN,KB825810,G1,LG64,PU6,CU REVIEW,CPEOXD,3670,14,3802,13.9,3894,12.6,,44,53,10,5,48,46,3,11,2,2,,71,5,3,18,,,0,7,3,2,3,0,0,19053.02,10,WG,9.27,2.47,327.47,4.42,36.71,7.730000003
N4,RQ,5E9925G01,3842N1,PP,10,Y,S3,,0.96,N,26,1.69,CV,CU_PE_SICN,VH851700,IA,LG64,PU6,CU REVIEW,CPEOXD,4298,12.3,3832,14,3222,14,,40,175,10,9,116,74,25,14,4,1,,21,77,99,18,,,0,5,6,5,3,0,0,6215.02,10,WO,69.57,2.23,218.27,10.47,28.94,8.429999992
N5,XP,5E8825X01,2HK1JF,PP,2,Y,S3,,0.95,J,,,CV,CU_PE_SICN,KB825810,G1,LG64,PU6,CU REVIEW,CPEOXD,4468,12,4044,13.5,4444,12.1,,41,113,8,7,45,88,21,9,5,1,,22,64,,18,50,,0,3,7,0,3,2,0,19675.02,9,WS,30.58,2.47,327.47,4.42,36.71,11.42
N4,BU,5P9865A02,386KJJ,PT,4,Y,S3,,0.72,J,,,CV,CU_PE_LOWK,VL594950,V2,LG62,PU6,CU REVIEW,CTEOSD,4094,21.9,3118,23.3,3899,21.8,,441,283,105,25,342,218,164,95,12,23,,323,258,75,20,48,,0,69,41,14,2,4,0,27557.53,32,HD,16.47,1.12,8383.7,12,321.04,13.53
N3,ZS,5VP03PX01,ZHY81,EB,9,Y,S3-B,,0.74,1,,,CV,CU_PE_LOWK,NU624300,V3,LG62,PU6,CU REVIEW,CTEOSD,4431,23.1,3771,22.6,3699,22.3,,353,553,101,43,561,143,202,107,9,28,,260,376,209,14,47,,0,66,55,18,1,4,0,18683.52,30,WD,32.27,0.53,48555.47,10.27,1081.71,28.73
N3,ZP,5VP03MZ01,ZHVX1,EB,6,Y,S3,1,0.76,1,,,CV,CU_PE_LOWK,NU653900,V4,LG63,PU6,CU REVIEW,CTEOSD,4122,23.3,4044,23.6,3950,23.8,,321,501,99,42,383,220,219,99,14,28,,209,419,132,39,23,,0,65,55,16,2,3,0,15089.03,27,HO,21.63,1.22,3602.93,8.73,268.36,7.37
N3,ZP,5VP03MZ01,ZHTF1,EB,12,Y,S3-D,,0.76,1,,,CV,CU_PE_LOWK,NU653900,V4,LG63,PU6,CU REVIEW,CTEOSD,3950,23.8,4431,23.1,3771,22.6,,432,420,103,29,471,95,286,98,5,29,,355,288,171,15,23,,0,69,40,18,2,3,0,20670,31,WG,16.7,1.22,3602.93,8.73,268.36,7.300000005
N3,ZP,5VP03MZ01,ZH1Z1,EB,9,Y,S3-B,,0.82,1,,,CV,CU_PE_ULK,NU743800,S6,LG63,PU6,CU REVIEW,CTEOSD,3078,20.9,3244,20.8,3519,20.9,,67,320,16,21,84,186,117,16,9,12,,62,171,153,,1,,0,10,13,13,0,1,0,485.02,14,WG,75.25,1.22,457.42,11.1,39.12,33.75
N5,XP,5E8825X01,2HFV1,PP,24,Y,S3,,0.94,1,29,2.03,CV,CU_PE_FSG_WO,KB733300,S11,LG64,PU6,CU REVIEW,CTEOSD,1410,8,1554,8,2106,7.9,,,21,0,1,,,21,0,0,1,,,,21,,,,0,0,0,1,0,0,0,1694.02,1,WO,30.22,1.95,103.45,7.98,13.97,13.78
N3,C5,FC1978X01,ZH7XNT,EA,2,Y,S3-D,,0.84,N,,,CV,CU_PE_ULK,CA764600,S7,LG63,PU6,CU REVIEW,CTEOSD,5014,18.1,5316,18.3,5518,18.4,,104,729,17,47,100,341,392,21,17,26,,34,486,288,,25,,0,7,37,17,0,3,0,180,18,WG,24.45,1.3,1436.83,15.02,116.89,218.55
N3,ZS,5VP03PX01,ZHGR1,EB,12,Y,S3-D,,0.76,1,,,CV,CU_PE_LOWK,NU653900,V4,LG63,PU6,CU REVIEW,CTEOSD,3699,22.3,3839,20.4,4332,18.5,,482,394,119,37,590,156,130,119,8,29,,209,478,113,14,62,,0,68,67,14,1,6,0,14066.73,30,WO,37.17,0.53,48555.47,10.27,1081.71,18.82999999
N3,C5,FC1978X01,38R31,PT,21,Y,S3,,0.75,1,27,8.37,CV,CU_PE_LOWK,CA675600,E4,LG62,PU6,SI DF,CTEOSD,3905,22.3,3179,23.8,3560,24.7,,328,263,95,20,406,106,79,97,5,13,,246,238,70,14,23,,0,63,36,12,1,3,0,28414.02,25,WG,29.03,1.17,6899.3,10.19,357.85,1026.97
N3,ZP,5VP03MZ01,ZHTSNG,EQ,4,Y,S3,,0.76,N,,,CV,CU_PE_LOWK,NU653900,V4,LG63,PU6,CU REVIEW,CTEOSD,3630,23.5,2776,24.5,3254,23.4,,417,348,100,32,399,139,227,100,8,24,,317,299,112,14,23,,0,65,44,19,1,3,0,24451.52,28,WS,15.88,1.22,3602.93,8.73,268.36,29.12
N3,ZS,5VP03PX01,ZGYF1,EB,8,Y,S3,,0.76,1,,,CV,CU_PE_LOWK,NU653900,V4,LG63,PU6,CU REVIEW,CTEOSD,3771,22.6,3699,22.3,3839,20.4,,359,610,101,52,594,143,232,113,7,33,,204,533,156,14,62,,0,62,64,20,1,6,0,14547.9,31,WD,16.67,0.53,48555.47,10.27,1081.71,5.330000009
N3,ZP,5VP03MZ01,ZHN91,EQ,10,Y,S3-B,,0.74,1,,,CV,CU_PE_LOWK,NU624300,V3,LG62,PU6,CU REVIEW,CTEOSD,4044,23.6,3950,23.8,4431,23.1,,270,347,89,39,346,127,144,91,7,30,,150,285,145,14,23,,0,54,50,20,1,3,0,22250.53,26,WO,32.85,1.22,3602.93,8.73,268.36,29.15
N4,BU,5P9865A02,38UH1,PT,22,Y,S3-D,1,0.72,1,35,8,CV,CU_PE_LOWK,VL594950,V2,LG62,PU6,CU REVIEW,CTEOSD,3950,23.8,4431,23.1,3771,22.6,,366,400,98,31,407,153,206,95,8,26,,309,282,138,14,23,,0,65,43,17,1,3,0,20688.02,29,WS,72.93,1.12,8383.7,12,321.04,104.07
N5,XP,5E8825X01,2HPH1,PP,25,Y,S3-D,,0.7,1,65,4.15,CV,CU_PE_LOWK,KB504100,V1,LG61,PU6,CU REVIEW,CTEOSD,4103,24.2,4122,23.3,4044,23.6,,342,578,101,35,541,296,83,107,13,16,,160,491,179,15,75,,0,63,48,17,2,6,0,18437.5,29,HG,38.22,0.53,3114.93,3,346.19,3.780000001
N4,BU,5P9865A02,38HB1,PT,21,Y,S3-B,,0.87,1,13,10.15,CV,CU_PE_ULK,VL742910,S8,LG63,PU6,CU REVIEW,CTEOSD,3383,21,2914,20.9,3072,20.3,,100,132,23,9,82,110,40,20,6,6,10,92,77,52,,1,,2,15,9,5,0,1,0,1216.52,15,HO,73.55,1.13,1294.5,17.78,80.76,16.45
N5,LJ,FK05M2X01,37H71,PP,25,Y,S3-D,,0.77,1,28,7.57,CV,CU_PE_LOWK,KB574300,V3,LG62,PU6,CU REVIEW,CTEOSD,3771,22.6,3699,22.3,3839,20.4,,402,553,104,48,594,85,276,113,4,35,,222,506,151,14,62,,0,63,63,19,1,6,0,15174.97,32,WD,42.08,1.25,2181.65,10.62,172.99,18.92
N5,XP,5E8825X01,2D4C1,PT,25,Y,S3-B,,0.79,1,,,CV,CU_PE_ULK,KB614101,MD,LG63,PU6,CU REVIEW,CTEOSD,6451,17.7,6333,17.5,4994,19,,141,460,22,33,156,270,175,24,14,17,,73,212,245,,71,,0,13,21,16,0,5,0,461.87,20,WO,56.48,0.6,17094.25,12.17,751.62,2.520000004
N3,ZP,5VP03MZ01,ZHTU1,EB,13,Y,S3,2,0.76,1,,,CV,CU_PE_LOWK,NU653900,V4,LG63,PU6,CU REVIEW,CTEOSD,3771,22.6,3699,22.3,3839,20.4,,388,604,105,45,537,224,231,106,11,33,,221,509,161,14,87,,0,64,60,18,1,7,0,15903.83,30,WG,28.68,1.22,3602.93,8.73,268.36,26.32
N5,XP,5E8825X01,2PY21,PP,25,Y,S3-D,,0.91,1,37,2.16,CL,CU_SC1_CLN_S,KB709800,S9,LG63,PU6,CU REVIEW,WETCCU,15595,56,14730,56,16862,55.7,,166,212,24,13,91,174,113,18,7,12,,185,32,136,,25,,0,20,8,8,0,1,0,1029.02,19,WG,13.9,0.85,344.13,3.45,19.33,4.099999996
N3,ZP,5VP03MZ01,ZKKP1,ES,14,Y,S3-E,2,0.36,1,,,ME,CVD_ALTUS_W_GATE,NU221000,WCMP,LG41,PU4,SI REVIEW,MCWMTL,819,5.3,786,5.5,742,6,,10,313,4,17,103,39,181,10,2,9,,100,109,114,,,,0,9,7,5,0,0,0,1656,6,WG,45.82,0.77,6146.48,4.8,442.36,24.18
N3,ZS,5VP03PX01,ZKZY1,ES,14,Y,S3-E,2,0.37,1,,,ME,CVD_ALTUS_W_GATE,NU221000,WCMP,LG41,PU4,SI REVIEW,MCWMTL,555,5.3,964,6,648,5.8,,67,115,8,9,146,14,22,13,1,3,,20,93,21,,48,,0,4,6,2,0,5,0,3516.02,7,HG,29.17,0.77,6146.48,4.8,442.36,3.830000003
N5,CT,FK05T2X04,3BWK1,PP,23,Y,S3,,0.46,1,107,4.58,ME,CVD_ALTUS_W_GATE,KB270100,PU,LG42,PU4,SI REVIEW,MCWMTL,349,5.7,879,5,529,4.7,,30,112,4,10,99,,43,9,0,5,,6,87,25,,24,,0,3,7,3,0,1,0,4693.52,4,WO,40.88,1.93,2161.27,4.2,229.28,72.11999999
N3,C5,FC1978X01,39YK1,PT,25,Y,S3-D,,0.38,1,95,6.02,ME,CVD_ALTUS_W_GATE,CA289600,WCMP,LG41,PU4,SI REVIEW,MCWMTL,819,5.3,786,5.5,742,6,,35,200,5,13,133,73,29,11,3,4,,84,77,74,,,,0,9,6,3,0,0,0,4896.23,6,WO,43.38,1.87,6146.48,11.81,960.43,3164.62
N3,ZP,5VP03MZ01,ZM071,EE,25,Y,S3,,0.36,1,,,ME,CVD_ALTUS_W_GATE,NU221000,WCMP,LG41,PU4,SI REVIEW,MCWMTL,859,5.7,707,5.7,577,5.7,,9,158,4,10,138,25,4,12,1,1,,27,67,70,,3,,0,5,4,4,0,1,0,2620.52,7,HO,58.98,0.77,6146.48,4.8,442.36,10.01999999
N3,C5,FC1978X01,39ZP1,PT,25,Y,S3,,0.38,1,96,5.96,ME,CVD_ALTUS_W_GATE,CA289600,WCMP,LG41,PU4,SI REVIEW,MCWMTL,786,5.5,742,6,618,5.4,,10,193,4,12,101,24,78,9,1,6,,85,94,24,,,,0,9,6,1,0,0,0,8332.97,5,WD,43.35,1.87,6146.48,11.81,960.43,56.65
N3,C5,FC1978X01,3A211,PT,11,Y,S3,,0.38,1,95,6.02,ME,CVD_ALTUS_W_GATE,CA289600,WCMP,LG41,PU4,SI REVIEW,MCWMTL,786,5.5,742,6,618,5.4,,10,169,4,12,79,25,75,9,1,6,,81,69,29,,,,0,8,5,3,0,0,0,8452.87,6,WO,25.95,1.87,6146.48,11.81,960.43,28.05
N4,RQ,5E9925G01,3A8Z1,PP,25,Y,S3-D,,0.42,1,119,4.87,ME,CVD_ALTUS_W_GATE,VH268600,PV,LG42,PU4,SI REVIEW,MCWMTL,786,5.5,742,6,618,5.4,,10,166,4,11,100,,76,9,0,6,,81,71,24,,,,0,8,6,1,0,0,0,8907.83,5,WG,86.4,0.77,6146.48,4.8,442.36,15.6
N3,ZP,5VP03MZ01,ZK321,EB,6,Y,S3,1,0.57,1,,,CV,CU_PE_LOTEOS_WO,NU451100,VA,LG61,PU6,SI REVIEW,CTEOSD,582,2,530,1.9,933,2.6,,2,78,2,5,7,25,48,4,1,2,,27,30,,,23,,0,3,3,0,0,1,0,3924.02,5,WO,23.65,2.12,45.5,6.4,7.54,11.35
N5,CT,FK05T2X04,3BVH1,PP,25,Y,S3-D,,0.37,1,113,5.04,ME,ALD_TRIAS_TIN,KB243600,EG,LG41,PU4,SI REVIEW,MMGMTL,4800,34.9,4143,34.9,4436,36.2,,163,322,41,15,202,226,57,37,11,8,,131,44,160,,124,,0,25,4,9,0,6,0,24873.52,16,HS,31.57,1.25,1212.25,4.72,82.57,16.43
N4,BU,5P9865A02,3AUK1,PT,25,Y,S3-D,,0.34,1,92,7.18,ME,ALD_TRIAS_TIN,VL242400,EG,LG41,PU4,SI REVIEW,MMGMTL,3027,36.7,2985,37.2,3501,36.2,,139,313,35,14,257,174,21,35,7,7,,66,146,126,,92,,0,19,9,6,0,4,0,34406.02,13,HO,49.38,1.42,800.78,4.35,64.6,14.62
N4,BU,5P9865A02,3A6ZJC,PT,4,Y,S3,,0.38,J,,,ME,ALD_TRIAS_TIN,VL257903,TP,LG41,PU4,SI REVIEW,MMGMTL,3416,37.9,3719,36.8,3996,36.5,,223,198,45,9,228,135,58,40,6,8,,99,80,97,,126,,0,27,5,5,0,6,0,21729.52,17,WG,21.22,1.42,800.78,4.35,64.6,8.780000003
N3,ZP,5VP03MZ01,ZKP91,ES,12,Y,S3,,0.36,1,,,ME,ALD_TRIAS_TIN,NU220600,WCMP,LG41,PU4,SI REVIEW,MMGMTL,4087,36.2,4887,37.7,5079,37.2,,159,357,39,18,196,191,129,32,11,14,,82,77,286,,45,,0,22,6,15,0,2,0,15806.02,14,WS,106.53,1.77,5768.17,5.73,442.08,48.47
N3,ZS,5VP03PX01,ZK0X1,EB,25,Y,S3,2,0.37,1,,,ME,ALD_TRIAS_TIN,NU220600,WCMP,LG41,PU4,SI REVIEW,MMGMTL,4615,37.5,4211,37.6,4836,37.6,,241,411,44,21,416,123,113,46,6,13,,99,107,259,,168,,0,27,7,12,0,8,0,12610.97,18,WO,84.9,2.02,2464.92,10.28,289.6,17.1
N4,BU,5P9865A02,3AZTJ3,PT,2,Y,S3,,0.38,J,80,7.73,ME,ALD_TRIAS_TIN,VL257903,TP,LG41,PU4,SI REVIEW,MMGMTL,4229,36.1,4203,35.1,4447,38.7,,332,428,54,22,303,311,146,42,21,13,,168,160,270,,143,,0,36,11,11,0,7,0,6528.5,17,WS,24.33,1.42,800.78,4.35,64.6,89.66999999
N3,C5,FC1978X01,3A2D1,PT,24,Y,S3-E,,0.34,1,106,5.74,ME,ALD_SYNERGIS_TIALN,CA254002,WF,LG41,PU4,SI REVIEW,MMGMTL,706,5.7,520,4.9,606,4,,10,176,3,9,40,46,100,6,2,4,,186,,,,,,0,12,0,0,0,0,0,560.52,4,WO,96.3,1.55,4091.2,21.4,488.46,98.7
N5,LJ,FK05M2X01,3AGWJD,PP,1,Y,S3,,0.46,J,101,4.88,ME,ALD_EMERALD_TIALC,KB269115,PU,LG42,PU4,SI REVIEW,MMGMTL,441,14.1,520,14.3,368,13.6,,22,150,2,6,25,75,72,1,3,4,,,122,50,,,,0,0,6,2,0,0,0,161.5,5,WS,54.83,1.8,3319.47,15.23,177.1,64.17
N3,ZP,5VP03MZ01,ZM4T1,EB,24,Y,S3-D,2,0.18,1,,,CL,SI_O380HF_CLN_S,NU103600,TJ,LG32,PU3,SI REVIEW,WETSTN,3895,37.2,2716,35.3,3593,38,Y,232,87,41,4,155,25,139,26,1,18,,285,25,,,,,0,40,1,0,0,0,0,4668.02,9,HO,32.6,1.98,29634.55,10.34,4304.23,14.4
N3,ZP,5VP03MZ01,ZM6G1,EB,22,Y,S3-D,1,0.18,1,,,CL,SI_O380HF_CLN_S,NU103600,TJ,LG32,PU3,SI REVIEW,WETSTN,4244,38,3423,38,3537,37.2,Y,219,196,42,10,112,,303,24,0,28,,406,,,,,,0,48,0,0,0,0,0,3239.02,8,WO,62.53,1.98,29634.55,10.34,4304.23,7.469999998
N3,ZP,5VP03MZ01,ZHPPN7,EQ,4,Y,S3,,0.18,N,,,CL,SI_O380HF_CLN_S,NU103600,TJ,LG32,PU3,SI REVIEW,WETSTN,3423,38,3537,37.2,3895,37.2,Y,322,171,48,7,217,75,201,32,3,20,,434,25,25,,,,0,49,1,1,0,0,0,5128.02,11,HS,14.82,1.98,29634.55,10.34,4304.23,287.18
N5,CT,FK05T2X04,3AG7JV,PP,4,Y,S3,,0.58,J,74,5.14,ME,CVD_ENDURA_CO_PLUG_CIRVXT,KB420500,CB,LG51,PU5,SI REVIEW,MBCMTL,392,35.4,404,35.8,380,35.4,,5,15,5,3,7,13,,7,1,0,,,,19,1,,,0,0,0,7,1,0,0,44353.22,4,WG,74.58,2.45,581.05,5.92,78.33,10.42
N5,LJ,FK05M2X01,3AKXJ3,PP,4,Y,S3-D,,0.58,J,62,6.13,ME,CVD_ENDURA_CO_PLUG_CIRVXT,KB420500,CB,LG51,PU5,SI REVIEW,MBCMTL,712,35.5,400,34,112,34.6,,5,2,5,2,7,,,7,0,0,,,,6,1,,,0,0,0,6,1,0,0,63496,4,WG,66.57,2.13,616.1,9.19,93.44,18.42999999
