DR,PROCESS_ID,PART_ID,LOT_ID,LOTTYPE,QTY,HOLD_FLAG,FLOORID,GRADE,COMPLETE_RATE,LOT_PURPOSE,DUE_DATE,WIPTURN,ROOM,PROCESS_GROUP,STEP_ID,LAYER_TITLE,LAYER_GROUP,BLOCK_GROUP,PRE_STEPGBN2,EQPTYPE,MOVE_0,EQP_WORKLOAD_0,MOVE_1,EQP_WORKLOAD_1,MOVE_2,EQP_WORKLOAD_2,BATCH,Q_E,Q_P,L_E,L_P,Q_H,Q_R,Q_W,L_H,L_R,L_W,Q_2,Q_3,Q_4,Q_5,Q_7,Q_8,Q_10,L_2,L_3,L_4,L_5,L_7,L_8,L_10,WIP_WAITTIME,WIP_PRODUCT_NUM,SHIFT_TYPE,PROCESSTIME,PRC_WAIT_MIN,PRC_WAIT_MAX,PRC_WAIT_MEDIAN,PRC_WAIT_STD,WAITTIME
N4,BU,5P9865A02,3C2R1,PP,25,Y,S3-D,,0.16,1,103,8.13,DI,LP_POLY_DS_LT_THICK,VL049800,AD,LG21,PU2,SI REVIEW,DFPOLY,3451,91.4,2555,92.2,3500,90.7,Y,128,427,10,18,95,360,100,4,20,4,,293,238,24,,,,0,15,11,2,0,0,0,1055.5,7,WG,1758.9,11.63,2073.25,149.4,359.19,402.1
N4,BU,5P9865A02,3C5H1,PP,25,Y,S3-E,,0.16,1,110,7.61,DI,LP_POLY_DS_LT_THICK,VL049800,AD,LG21,PU2,SI REVIEW,DFPOLY,1701,88.4,4039,83.7,4235,89.6,Y,106,973,6,39,122,668,289,5,28,12,,336,225,518,,,,0,14,9,22,0,0,0,757.02,8,WS,1411.67,11.63,2073.25,149.4,359.19,962.33
N4,BU,5P9865A02,3CAF1,PP,25,Y,S3,,0.16,1,120,6.98,DI,LP_POLY_DS_LT_THICK,VL049800,AD,LG21,PU2,SI REVIEW,DFPOLY,2625,80.3,4529,84.8,5278,88.2,Y,106,743,10,32,,672,177,0,33,9,,509,173,167,,,,0,27,7,8,0,0,0,1319.02,9,WO,1391.45,11.63,2073.25,149.4,359.19,538.55
N4,BU,5P9865A02,3ADR1,PT,20,Y,S3-D,,0.16,1,106,7.9,DI,LP_POLY_DS_LT_THICK,VL049800,AD,LG21,PU2,SI REVIEW,DFPOLY,2737,85.4,2324,89,1701,88.4,Y,180,585,10,24,,336,429,0,14,20,,649,66,50,,,,0,29,3,2,0,0,0,1721.5,7,WS,1392.65,11.63,2073.25,149.4,359.19,177.35
N3,ZS,5VP03PX01,ZMBA1,EB,25,Y,S3-D,2,0.13,1,,,DI,ALD_OX_MINI_MBC,NU058600,PDC,LG21,PU2,SI REVIEW,DIFARO,1739,9.4,1016,10,268,10,Y,16,25,8,1,6,,35,4,0,5,,41,,,,,,0,9,0,0,0,0,0,1220.02,4,WG,177.5,5.52,14647.83,53.95,1672.54,9.500000002
N3,C5,FC1978X01,3BA71,PT,25,Y,S3-E,,0.12,1,158,5.16,DI,ALD_OX_MINI_MBC,CA064000,PDC,LG21,PU2,SI REVIEW,DIFARO,953,9.4,1660,8.7,948,8.2,Y,9,25,3,1,1,,33,1,0,3,,34,,,,,,0,4,0,0,0,0,0,1263.02,2,HS,140.98,5.52,14647.83,53.95,1729.37,8.019999993
N5,LJ,FK05M2X01,3BHU1,PP,25,Y,S3,3,0.17,1,133,5.71,DI,ALD_OX_MINI,KB050900,BV,LG21,PU2,SI REVIEW,DIFARO,1630,13.7,1688,13.9,2246,13.6,Y,27,158,2,12,54,98,33,4,4,6,,,114,50,21,,,0,0,11,2,1,0,0,3452.95,5,WO,134.58,5.33,10792.92,75.12,1334.82,489.42
N4,BU,5P9865A02,3BP61,PT,25,Y,S3,,0.23,1,88,8.7,DI,ALD_LOWK_MINI,VL090700,TJ,LG32,PU3,SI REVIEW,DIFARO,3690,50.7,4331,50.6,4176,48.8,Y,187,380,30,26,247,176,144,34,8,14,,227,185,151,,4,,0,23,22,9,0,2,0,2687.52,15,HD,270.88,4.42,27775.53,27.57,2186.21,144.12
N4,BU,5P9865A02,39B7N3,PT,3,Y,S3,,0.23,N,105,7.3,DI,ALD_LOWK_MINI,VL090700,TJ,LG32,PU3,SI REVIEW,DIFARO,4804,53.4,4476,49.9,4413,50.7,Y,101,567,29,35,39,397,232,24,17,23,,219,143,302,,4,,0,20,25,18,0,1,0,1494.52,16,WD,267.28,4.42,27775.53,27.57,2186.21,350.72
N4,BU,5P9865A02,3C6P1,PP,25,Y,S3,,0.16,1,108,7.78,DI,ALD_OX_MINI,VL049400,AD,LG21,PU2,SI REVIEW,DIFARO,1144,12.1,1088,12.1,180,12,Y,6,206,3,19,55,42,115,7,2,13,,,107,84,21,,,0,0,11,10,1,0,0,3106.52,6,WO,131.05,5.33,10792.92,94.18,1558.07,1342.95
N5,CT,FK05T2X04,3CCK1,PP,25,Y,S3,2,0.17,1,128,5.92,DI,ALD_OX_MINI,KB050900,BV,LG21,PU2,SI REVIEW,DIFARO,1445,13,1757,13.1,1080,13.2,Y,38,99,7,16,42,,95,9,0,14,,,99,17,21,,,0,0,17,5,1,0,0,1044.02,7,WG,144.6,5.33,10792.92,75.12,1334.82,26.4
N4,RQ,5E9925G01,3BX81,PP,25,Y,S3-D,2,0.16,1,140,6,DI,ALD_OX_MINI,VH070200,AD,LG21,PU2,SI REVIEW,DIFARO,1688,13.9,2246,13.6,1596,12.3,Y,27,110,2,10,54,,83,4,0,8,,,91,25,21,,,0,0,10,1,1,0,0,5222.38,5,WO,135.38,5.33,10792.92,75.12,1334.82,25.62
N4,BU,5P9865A02,ZKY9N1,ES,1,Y,S3,,0.23,N,,,DI,ALD_LOWK_MINI,VL090700,TJ,LG32,PU3,SI REVIEW,DIFARO,4804,53.4,4476,49.9,4413,50.7,Y,103,553,37,35,134,348,174,38,14,20,,124,395,127,,10,,0,22,37,11,0,2,0,3319.52,16,WO,361.37,4.42,27775.53,27.57,2186.21,1533.63
N4,BU,5P9865A02,3CAF1,PP,25,Y,S3,,0.16,1,104,8.08,DI,ALD_OX_MINI,VL049400,AD,LG21,PU2,SI REVIEW,DIFARO,1757,13.1,1080,13.2,1797,13.4,Y,7,169,4,11,61,,115,8,0,7,,,116,39,21,,,0,0,9,5,1,0,0,3924.02,6,WG,133.8,5.33,10792.92,94.18,1558.07,16.2
N3,ZR,MLE020X01,ZMDM1,EB,25,Y,S3-D,,0.13,1,,,DI,ALD_OX_MINI_MBC,NU058600,PDC,LG21,PU2,SI REVIEW,DIFARO,1178,9.3,602,9.2,1344,9.4,Y,85,2,11,1,43,,44,5,0,7,,87,,,,,,0,12,0,0,0,0,0,497.52,5,HG,161.45,5.52,14647.83,53.95,1672.54,19.54999999
N5,CT,FK05T2X04,3BWN1,PP,25,Y,S3-D,,0.17,1,134,5.66,DI,ALD_OX_MINI,KB050900,BV,LG21,PU2,SI REVIEW,DIFARO,1688,13.9,2246,13.6,1596,12.3,Y,27,131,2,10,104,,54,6,0,6,,,87,50,21,,,0,0,9,2,1,0,0,4142.38,5,HG,146.97,5.33,10792.92,75.12,1334.82,17.02999999
N3,ZR,MLE020X01,ZKWN1,EB,23,Y,S3,2,0.23,1,,,DI,ALD_NIT_MGR,NU156500,RPG,LG34,PU3,SI REVIEW,DIFMGR,1092,15.2,410,17.7,1652,17.9,,3,25,3,1,2,25,1,2,1,1,,,25,2,1,,,0,0,1,2,1,0,0,125964.02,3,WO,128.77,1.6,4709.88,3.4,220.42,15.23000001
N4,RQ,5E9925G01,3C1K1,PP,17,Y,S3-B,2,0.16,1,141,5.93,CL,SI_SPM_STRIP_S,VH071700,AD,LG21,PU2,SI REVIEW,WETSTN,17143,100.2,16845,100.7,16546,98.7,Y,96,331,17,16,69,286,72,14,12,7,,169,126,29,,103,,0,19,6,2,0,6,0,65.02,13,HG,9.35,1.37,3029.38,3.07,141.62,4.649999993
N4,BU,5P9865A02,3CAF1,PP,25,Y,S3-B,,0.16,1,118,7.06,CL,SI_ADM_BSTRIP_S,VL063100,KO1,LG21,PU2,SI REVIEW,WETSTN,5066,42.4,5918,44,4302,44,Y,25,100,1,4,,50,75,0,2,3,,50,50,,,25,,0,2,2,0,0,1,0,6.02,4,WG,44.98,1.9,183.45,3.4,9.93,8.019999995
N4,BU,5P9865A02,3C6T1,PP,25,Y,S3-B,,0.16,1,104,8.04,CL,SI_SPM_STRIP_S,VL062800,AD,LG21,PU2,SI REVIEW,WETSTN,15516,100.8,17143,100.2,16845,100.7,Y,137,234,22,11,71,231,69,16,10,7,,115,137,59,,60,,0,16,8,5,0,4,0,1002.02,15,WO,12.02,1.37,4484.05,3.35,146.09,5.979999996
N4,BU,5P9865A02,3CAG1,PP,25,Y,S3,,0.04,1,113,8.43,CL,SI_SPM_STRIP_S,VL018790,FX,LG12,PU1,SI REVIEW,WETSTN,17560,98.7,15623,98.4,15191,98.6,Y,83,272,11,13,35,192,128,9,8,7,,181,48,104,,22,,0,12,4,7,0,1,0,43.52,12,WD,10.62,1.37,4484.05,3.35,146.09,6.380000003
N5,CT,FK05T2X04,3CF51,PP,25,Y,S3-B,2,0.11,1,130,6.27,CL,SI_SPM_STRIP_S,KB034310,RX,LG12,PU1,SI REVIEW,WETSTN,15763,101.7,15516,100.8,17143,100.2,Y,101,361,18,18,98,199,165,16,9,11,,113,124,46,,179,,0,15,7,6,0,8,0,213.02,14,WG,9.7,0.4,3906.37,3.24,82.81,16.3
N3,ZP,5VP03MZ01,ZKH51,EQ,5,Y,S3,,0.31,1,,,DI,M_LP_POLY_DSF2,NU193200,WG,LG41,PU4,SI REVIEW,DFPOLY,3283,34.9,2051,35,3262,35,Y,67,100,5,4,50,100,17,2,4,3,,88,25,25,,29,,0,5,1,1,0,2,0,305.02,6,HO,243.78,11.65,4385.28,103.82,376.13,524.22
N3,ZP,5VP03MZ01,ZKMUNA,EY,3,Y,S3-D,,0.21,N,,,DI,ALD_OX,NU115900,RG,LG32,PU3,SI REVIEW,DIFALD,3224,15.2,2706,15.7,2720,13.8,Y,394,553,72,39,276,417,254,52,21,38,,241,218,247,,241,,0,49,28,11,0,23,0,3690.7,18,WO,171.62,6.05,3472.65,43.74,388.16,47.38
N5,CT,FK05T2X04,3BZ91,PP,25,Y,S3-D,,0.31,1,118,5.36,DI,ALD_OX,KB200200,RPG,LG33,PU3,SI REVIEW,DIFALD,4072,15,3634,15.1,3629,15,Y,364,896,77,52,342,626,292,63,30,36,,436,343,122,,359,,0,54,36,6,0,33,0,7690.02,17,WG,168.2,5.53,1304.12,35.5,97.69,37.8
N3,C5,FC1978X01,3A4R1,PT,25,Y,S3-E,,0.26,1,118,5.75,DI,ALD_OX,CA198000,EG,LG33,PU3,SI REVIEW,DIFALD,3634,15.1,3629,15,3401,14.7,Y,239,423,70,30,222,140,300,56,7,37,,231,296,75,,60,,0,46,33,4,0,17,0,9520.03,17,WO,167.45,1.8,3534.52,39.86,364.98,30.55000001
N3,ZS,5VP03PX01,ZKYY1,EB,20,Y,S3-E,2,0.26,1,,,DI,ALD_OX,NU161400,EG,LG34,PU4,SI REVIEW,DIFALD,2787,14.6,2426,14.8,3224,15.2,Y,238,595,67,37,224,333,276,52,18,34,,236,155,224,11,207,,0,47,27,9,2,19,0,5209.02,19,WS,179.75,0.45,48386.82,40.68,1232.81,58.25
N3,ZR,MLE020X01,ZM1S1,EB,21,Y,S3,2,0.21,1,,,DI,ALD_OX,NU115900,RG,LG32,PU3,SI REVIEW,DIFALD,3634,15.1,3629,15,3401,14.7,Y,238,870,75,49,256,582,270,61,26,37,,281,368,245,,214,,0,50,38,10,0,26,0,6363.52,19,WG,175.27,0.45,48386.82,40.68,1232.81,74.73
N3,ZU,MLE030X01,ZKXM1,ES,23,Y,S3-B,2,0.24,1,,,DI,ALD_OX,NU161400,EG,LG34,PU4,SI REVIEW,DIFALD,2426,14.8,3224,15.2,2706,15.7,Y,225,497,68,28,154,260,308,47,14,35,,151,241,149,2,179,,0,42,25,6,2,21,0,7140.32,20,WO,218.55,0.45,48386.82,40.68,1232.81,47.45000001
N4,BU,5P9865A02,3BA41,PT,25,Y,S3-D,,0.24,1,91,8.27,DI,ALD_OX,VL095900,RG,LG32,PU3,SI REVIEW,DIFALD,3671,14.9,3642,15.3,3587,15.5,Y,293,764,74,48,229,392,436,60,17,45,,304,474,41,,238,,0,48,47,3,0,24,0,10122,22,HS,176.65,0.45,48386.82,37.75,2359.11,2241.35
N3,C5,FC1978X01,3A3C1,PT,25,Y,S3-E,,0.26,1,119,5.7,DI,ALD_OX,CA198000,EG,LG33,PU3,SI REVIEW,DIFALD,3777,14.9,3247,15,2787,14.6,Y,365,585,77,47,250,414,286,56,22,46,,223,336,144,,247,,0,47,42,6,0,29,0,2704.52,21,WS,169.95,1.8,3534.52,39.86,364.98,30.05
N5,CT,FK05T2X04,3BF31,PP,25,Y,S3-D,,0.33,1,111,5.48,DI,ANN_WET,KB225500,CT CHF,LG34,PU3,SI REVIEW,DOXIDE,8121,41.8,5427,41.6,4398,44.4,Y,96,910,8,41,75,628,303,3,28,18,,212,352,363,5,74,,0,11,16,15,1,6,0,301.02,14,WG,301.78,4.58,2206.17,55.12,249.79,455.22
N5,CT,FK05T2X04,3BZ91,PP,25,Y,S3-D,,0.33,1,116,5.24,DI,ANN_WET,KB225500,CT CHF,LG34,PU3,SI REVIEW,DOXIDE,8001,44.8,9171,44.5,7437,43,Y,101,532,5,24,,368,265,0,18,11,,80,177,214,,162,,0,5,8,9,0,7,0,185.02,9,WO,296.45,4.58,2206.17,55.12,249.79,12.55
N3,C5,FC1978X01,3BBC1,PT,25,Y,S3-B,3,0.09,1,170,4.95,DI,ANN_WET,CA049600,STI,LG21,PU2,SI REVIEW,DOXIDE,5427,41.6,4398,44.4,5937,44.6,Y,63,789,6,39,25,438,389,1,22,22,,108,326,339,,79,,0,5,20,16,0,4,0,340.02,10,WO,266.3,6.63,1170.82,83.4,140.73,49.69999999
N3,ZP,5VP03MZ01,ZHTSNG,EQ,4,Y,S3-B,2,0.68,N,,,ET,CU_MND_METAL-FXM_MRT,NU581000,M3,LG62,PU6,BEOL REVIEW,EBEMTL,1653,55.6,4144,55.6,3875,55.5,,107,14,23,1,107,,14,23,0,1,,104,17,,,,,0,21,3,0,0,0,0,23494.02,11,WO,33.57,2.4,1985.5,54.95,317.24,20.43
N4,BU,5P9865A02,386KJF,PT,2,Y,S3,,0.64,J,,,ET,CU_SAUP_METAL-FXM_MRT,VL511330,X1S,LG61,PU6,CU REVIEW,EBEMTL,7265,102.7,11029,100.3,8018,102.9,,341,92,83,12,169,91,173,61,6,28,,311,122,,,,,0,77,18,0,0,0,0,8071.02,21,HO,38.25,2.05,13898.83,146.44,789.14,9.75000001
N3,0B,MLE010L01,ZKNH1,ES,3,Y,S3-E,2,0.31,1,,,ET,CU_SAUP_METAL-FXM_MRT,NM171200,I3,LG41,PU6,BEOL REVIEW,EBEMTL,9269,105.6,8024,106.9,9626,113.2,,479,366,95,38,208,99,538,58,13,62,,489,356,,,,,0,91,42,0,0,0,0,1681.02,20,WS,57.03,2.02,17094.82,127.96,1043.28,65.97
N4,BU,5P9865A02,396GJ8,PT,2,Y,S3-B,1,0.64,J,,,ET,CU_SAUP_METAL-FXM_MRT,VL511330,X1S,LG61,PU6,CU REVIEW,EBEMTL,8458,106,8039,104.4,5682,86.6,,531,319,89,32,339,127,384,69,6,46,,484,366,,,,,0,82,39,0,0,0,0,3056.02,25,HO,16.7,2.05,13898.83,146.44,789.14,414.3
N3,ZR,MLE020X01,ZHP2NG,ES,2,Y,S3-E,,0.69,N,,,ET,CU_SAUP_METAL-FXM_MRT,NU591000,I3,LG62,PU6,BEOL REVIEW,EBEMTL,7498,96.9,7265,102.7,11029,100.3,,274,266,75,20,257,95,188,66,6,23,,305,235,,,,,0,72,23,0,0,0,0,8911,17,HG,74.3,2.02,5290.15,95.05,778.54,21.7
N3,C5,FC1978X01,38VV1,PT,25,Y,S3,,0.6,1,43,8.6,ET,CU_SAUP_METAL-FXM_MRT,CA521010,X1S,LG61,PU6,CU REVIEW,EBEMTL,10076,109.5,9322,93.3,5068,63.9,,639,560,116,49,298,164,737,70,9,86,,648,551,,,,,0,109,56,0,0,0,0,1202.97,23,WD,109.4,2.63,2279.27,119.08,468.33,64.6
N4,BU,5P9865A02,38TP1,PT,25,Y,S3,,0.64,1,51,7.1,ET,CU_SAUP_METAL-FXM_MRT,VL511330,X1S,LG61,PU6,CU REVIEW,EBEMTL,8502,105.5,9194,112.2,10076,109.5,,605,308,108,34,191,146,576,61,8,73,,646,267,,,,,0,103,39,0,0,0,0,2242.52,19,WS,171.87,2.05,13898.83,146.44,789.14,264.13
N4,BU,5P9865A02,38N5JN,PT,2,Y,S3-D,,0.65,J,,,ET,CU_AIO_VIGUS-LK3,VL542810,I1,LG61,PU6,CU REVIEW,EBEOXD,14240,240.4,15995,247.9,14600,250,,843,585,189,63,630,196,602,162,19,71,,708,459,253,8,,,0,141,81,27,3,0,0,14591.02,37,WO,11.13,1.65,39255.15,32.03,1351.46,87.87
N3,Z8,5VY03ME01,ZKR31,ES,4,Y,S3-D,,0.18,1,,,ET,CU_AIO_VIGUS-LK3,NU521000,X2,LG61,PU6,BEOL REVIEW,EBEOXD,15995,247.9,14600,250,15660,254.1,,656,510,164,46,602,198,366,158,14,38,,625,279,191,71,,,0,126,57,19,8,0,0,20872.03,36,WS,17.3,0.12,90333.05,39.88,2928.25,31.7
N4,BU,5P9865A02,3A0G1,PT,23,Y,S3-D,2,0.76,1,18,13.39,ET,CO_AIO_VIGUS_SRDC,VL660900,FD,LG63,PU6,BEOL REVIEW,EBEOXD,19405,588.9,19730,594,22585,592.9,,278,541,50,28,267,417,135,40,24,14,1,149,310,213,,146,,1,24,30,14,0,9,0,811.52,32,WG,173.37,1.17,134793.97,7,2999.99,694.63
N4,BU,5P9865A02,3A0G1,PT,23,Y,S3-D,2,0.75,1,19,13.05,ET,CU_MHM-DX_METAL-MP,VL650520,D5,LG63,PU6,BEOL REVIEW,EBEMTL,24174,353.7,24854,345.8,29471,353.9,,110,488,36,33,79,240,279,29,16,24,17,120,107,316,1,37,,8,20,13,25,1,2,0,352.02,26,WO,85.1,0.52,3263.75,9.42,100.72,141.9
N4,BU,5P9865A66,37D11,PT,23,Y,S3,,0.61,1,,,ME,PVD_ENDURA_TIN_CIRRUS,VL463400,VA,LG61,PU6,CU REVIEW,MCUMTL,576,12.6,1162,15.2,1831,17,,184,264,21,15,58,74,316,7,3,26,,186,262,,,,,0,21,15,0,0,0,0,760.02,15,HO,147.82,1.38,1868.02,21.35,283.99,156.18
N4,RQ,5E9925G01,37HT1,PP,23,Y,S3-D,,0.72,1,41,6.78,ME,PVD_ENTRON_TIN,VH546400,V2,LG62,PU6,CU REVIEW,MCUMTL,6711,65.7,4632,66.6,3450,68,,33,140,2,9,9,131,33,3,6,2,,33,92,25,23,,,0,2,7,1,1,0,0,49.08,5,WS,103.02,1.18,4055.03,8.92,175.69,22.98
N4,BU,5P9865A02,39R5A1,PT,10,Y,S3-D,2,0.66,1,50,6.74,ME,PVD_ENTRON_TIN,VL545800,L1,LG61,PU6,CU REVIEW,MCUMTL,4002,61.1,4902,58.3,6057,60.7,,69,145,4,10,26,140,48,4,6,4,,71,90,53,,,,0,3,7,4,0,0,0,140.52,7,WG,40.57,1.18,4055.03,9.62,244.34,163.43
N3,C5,FC1978X01,38VW1,PT,24,Y,S3-B,,0.92,1,19,4.11,ME,PVD_ENDURA_TIN_HM_VER,CA836000,S10,LG63,PU6,CU REVIEW,MCUMTL,14157,226.6,14025,230.7,16944,232.5,,38,215,3,18,45,127,81,4,7,10,,46,80,92,,35,,0,3,6,7,0,5,0,667.02,8,WO,29.05,1.33,926.57,3.62,65.21,6.950000002
N4,RQ,5E9925G01,39HR1,PP,24,Y,S3-D,2,0.66,1,46,7.33,ME,PVD_ENTRON_TIN,VH504700,L1,LG61,PU6,CU REVIEW,MCUMTL,6057,60.7,4266,60.8,4233,67.4,,52,356,7,22,32,128,248,4,7,18,,27,242,139,,,,0,2,20,7,0,0,0,147.02,8,WO,58.5,1.18,4055.03,8.92,175.69,42.5
N3,ZP,5VP03MZ01,ZHUN1,EB,13,Y,S3,1,0.67,1,,,ME,PVD_ENDURA_TIN_CIRRUS,NU574300,V1,LG61,PU6,CU REVIEW,MCUMTL,1452,17,1699,15.5,1481,14.3,,65,90,9,5,27,76,52,4,5,5,,105,50,,,,,0,9,5,0,0,0,0,177.02,12,WS,111.75,1.5,2955,10.18,475.73,142.25
N3,ZR,MLE020X01,ZHP31,EB,24,Y,S3,2,0.57,1,,,ME,PVD_ENDURA_TIN_CIRRUS,NU450900,VA,LG61,PU6,CU REVIEW,MCUMTL,1162,15.2,1831,17,1702,18.6,,94,173,10,9,28,74,165,5,4,10,,113,154,,,,,0,9,10,0,0,0,0,255.02,8,WO,171.27,1.25,2976.4,17.12,340.52,325.73
N3,YB,5VP03MW01,ZM0YC1,ES,2,Y,S3-D,,0.73,1,,,ME,PVD_ENTRON_TIN,NY529700,V2,LG61,PU6,CU REVIEW,MCUMTL,6219,67,3801,67.5,3804,65.2,,29,94,2,7,8,71,44,2,3,4,,58,65,,,,,0,3,6,0,0,0,0,117.02,4,HO,11.63,1.18,4055.03,8.92,175.69,16.37000001
N4,BU,5P9865A66,39UN1,PT,15,Y,S3-D,,0.61,1,,,ME,PVD_ENDURA_TIN_CIRRUS,VL463400,VA,LG61,PU6,CU REVIEW,MCUMTL,576,12.6,1162,15.2,1831,17,,199,124,22,7,35,73,215,6,3,20,,197,126,,,,,0,21,8,0,0,0,0,349.02,13,WG,138.2,1.38,1868.02,21.35,283.99,945.8
N3,ZS,5VP03PX01,ZK2P1,EB,25,Y,S3,2,0.57,1,,,ME,PVD_ENDURA_TIN_CIRRUS,NU450900,VA,LG61,PU6,CU REVIEW,MCUMTL,1752,18,1548,17.7,1502,17.4,,80,45,13,5,45,73,7,11,5,2,,69,56,,,,,0,9,9,0,0,0,0,4651.52,10,WG,50,1.25,2976.4,17.12,340.52,6.000000004
N5,XP,5E8825X01,2HPH1,PP,25,Y,S3-D,,0.71,1,64,4.2,ME,PVD_ENTRON_TIN,KB504800,V1,LG61,PU6,CU REVIEW,MCUMTL,6336,65.1,6573,65,5532,65.3,,57,195,5,16,34,105,113,4,6,11,,33,120,99,,,,0,4,10,7,0,0,0,62.02,7,HG,54.42,1.18,2045.3,11.37,275.87,63.58000001
N4,BU,5P9865A66,38RZ1,PT,25,Y,S3-B,,0.62,1,44,8.68,CL,CU_SC1_BBRUSH_S,VL464690,VA,LG61,PU6,CU REVIEW,WETCCU,15530,60.8,15229,61.8,13434,61.9,,10,56,3,6,30,24,12,4,1,4,,,10,56,,,,0,0,3,6,0,0,0,117.02,6,WO,5.47,1.15,47953.3,3.33,570.83,11.52999999
N4,BU,5P9865A02,38UKJD,PT,4,Y,S3-B,,0.66,J,,,CL,CU_SC1_BBRUSH_S,VL546450,L1,LG61,PU6,CU REVIEW,WETCCU,20934,61.5,22647,59.2,21362,59.2,,35,167,4,11,6,107,89,3,6,6,,22,89,91,,,,0,1,7,7,0,0,0,17.02,9,WO,1.97,1.15,47953.3,3.33,570.83,10.03
N5,LJ,FK05M2X01,37H8N4,PP,4,Y,S3,,0.73,N,39,6.36,CL,CU_SC1_BBRUSH_S,KB516720,I3D,LG62,PU6,CU REVIEW,WETCCU,16994,61.4,16497,61.4,18512,60.8,,3,83,2,6,30,30,26,4,2,2,,,24,37,,25,,0,0,1,6,0,1,0,2513.03,7,WS,2,1.28,257.07,3.42,9.77,24
N4,BU,5P9865A66,38UT1,PT,24,Y,S3-B,,0.62,1,,,CL,CU_SC1_BBRUSH_S,VL464690,VA,LG61,PU6,CU REVIEW,WETCCU,21765,62.5,24425,62,24603,61.6,,1,174,1,12,8,66,101,4,3,6,,,96,58,,21,,0,0,6,6,0,1,0,18.02,8,WO,4.98,1.15,47953.3,3.33,570.83,12.01999999
N4,BU,5P9865A66,38WRN1,PT,3,Y,S3-B,,0.62,N,58,6.59,CL,CU_SC1_BBRUSH_S,VL464690,VA,LG61,PU6,CU REVIEW,WETCCU,19833,61,18547,60,20934,61.5,,1,205,1,14,34,124,48,6,5,4,,21,100,85,,,,0,1,5,9,0,0,0,6.02,7,HG,1.85,1.15,47953.3,3.33,570.83,6.149999995
N3,ZS,5VP03PX01,ZGYFC1,EB,7,Y,S3-B,,0.6,1,,,CL,CU_SC1_BBRUSH_S,NU489900,X1,LG61,PU6,CU REVIEW,WETCCU,16497,61.4,18512,60.8,19833,61,,24,163,4,12,53,70,64,5,4,7,,34,53,100,,,,0,3,5,8,0,0,0,31.03,8,WO,2.27,1.25,27.03,2.48,3.44,4.730000002
N4,BU,5P9865A66,39A9N3,PT,7,Y,S3-B,,0.62,N,,,CL,CU_SC1_BBRUSH_S,VL464690,VA,LG61,PU6,CU REVIEW,WETCCU,22455,61.2,22695,62,22455,62.5,,33,1032,4,52,931,99,35,48,5,3,,45,42,953,,25,,0,3,4,48,0,1,0,1355.02,10,HS,2.32,1.15,47953.3,3.33,570.83,12.68
N3,C5,FC1978X01,38YKJ9,PT,2,Y,S3-E,,0.57,J,44,8.95,CL,CU_SC1_BBRUSH_S,CA463000,VA,LG61,PU6,CU REVIEW,WETCCU,22455,62.5,21765,62.5,24425,62,,10,294,2,18,86,157,61,9,7,4,,11,161,82,,50,,0,2,9,7,0,2,0,28.02,9,WS,1.73,1.18,1318,2.55,30.03,498.27
N4,BU,5P9865A02,392HJF,PT,2,Y,S3,,0.76,J,,,ME,CVD_ENDURA_CO_CAP_VTA,VL662400,FD,LG63,PU6,CU REVIEW,MCUMTL,13560,154.8,18636,154.1,13984,150.6,,404,35,94,5,399,32,8,95,3,1,,230,78,57,1,73,,0,57,19,13,1,9,0,17761.02,30,HS,27.12,1,184.48,4.33,12.65,6.879999996
N3,YB,5VP03MW01,ZM5RAN4,ES,2,Y,S3-E,,0.56,N,,,CV,CU_ALD_ALO,NY490500,V1,LG61,PU6,CU REVIEW,CPEOXD,1828,6.1,2749,7,1815,6,,82,9,19,1,62,11,18,17,2,1,,58,33,,,,,0,15,5,0,0,0,0,39059.02,7,WO,22.67,1.62,5702.08,21.5,443.12,5.329999997
N3,YB,5VP03MW01,ZM69B1,ES,8,Y,S3-E,2,0.56,1,,,CV,CU_ALD_ALO,NY490500,V1,LG61,PU6,CU REVIEW,CPEOXD,1815,6,1822,7,1548,7.3,,135,,24,0,65,39,31,18,3,3,,72,63,,,,,0,17,7,0,0,0,0,26091.03,10,WG,26.23,1.62,5702.08,21.5,443.12,14.77
N3,ZP,5VP03MZ01,ZHCMF1,ES,5,Y,S3-D,,0.82,1,,,CV,CU_PE_NDC,NU743500,S6,LG63,PU6,CU REVIEW,CPEOXD,9226,37.9,10828,35.8,12382,35.9,,166,352,44,21,253,190,75,46,12,7,,94,280,94,,50,,0,21,28,13,0,3,0,16884.02,23,WO,97.35,1.28,176.2,8.7,16.02,16.65
N4,BU,5P9865A02,38DKJI,PT,2,Y,S3-D,,0.8,J,,,CV,CU_PE_NDC,VL692860,S5,LG63,PU6,CU REVIEW,CPEOXD,14298,37.1,15598,37.4,15826,37.5,,213,407,48,24,218,326,76,50,18,4,2,149,221,224,,24,,1,28,27,15,0,1,0,13616.02,24,WS,21.03,0.4,1790.45,13.03,51.26,16.97
N3,ZR,MLE020X01,ZHSV1,EB,17,Y,S3-D,,0.87,1,,,CV,CU_PE_NDC,NU782800,S8,LG63,PU6,CU REVIEW,CPEOXD,8550,40,8484,39.7,9148,39.9,,147,301,43,18,276,147,25,49,9,3,1,76,219,124,,28,,1,20,27,11,0,2,0,15601.02,23,HO,29.77,1.15,72.32,9.75,9.93,15.23
